0.564364,0.435636,0,0,0,0
0.461576,0.217818,0.217818,0.102788,0,0
0.179475,0.0897374,0.410182,0.0513942,0.0897374,0.179475
0.0770913,0.409857,0.408565,0.00161624,0.0257784,0.0770913
0.110894,0.184823,0.383676,0.024889,0.184823,0.110894
0.077536,0.446746,0.383272,0.000404061,0.0145054,0.077536
0.0584855,0.49008,0.38307,0.00020203,0.00967708,0.0584855
0.00353553,0.0443913,0.947769,4.76292e-005,0.000720862,0.00353553
0.115674,0.192791,0.370929,0.0121414,0.192791,0.115674
0.0786792,0.464115,0.370829,9.93815e-005,0.00759786,0.0786792
0.0539201,0.516171,0.37078,4.96908e-005,0.00515937,0.0539201
0.00246959,0.0402377,0.954482,1.21739e-005,0.00032938,0.00246959
0.0372385,0.551642,0.370755,2.48445e-005,0.00310147,0.0372385
0.00129782,0.0286436,0.96862,4.19787e-006,0.000136357,0.00129782
0.00071379,0.0177645,0.980732,2.3581e-006,7.30578e-005,0.00071379
1.76029e-006,8.51351e-005,0.999911,3.12428e-009,7.34515e-008,1.76029e-006
0.117983,0.196639,0.364771,0.00598376,0.196639,0.117983
0.0794729,0.472408,0.364747,2.45412e-005,0.00387499,0.0794729
0.0517982,0.529002,0.364734,1.22706e-005,0.00265472,0.0517982
0.00190015,0.0380306,0.95801,3.07084e-006,0.000155978,0.00190015
0.0327496,0.568159,0.364728,6.13526e-006,0.00160757,0.0327496
0.000858161,0.0251106,0.973113,1.03618e-006,5.89812e-005,0.000858161
0.000460444,0.0150609,0.983987,5.76113e-007,3.10069e-005,0.000460444
5.11396e-007,3.77339e-005,0.999961,5.17089e-010,1.86773e-008,5.11396e-007
0.0212861,0.591805,0.364725,3.06761e-006,0.000894936,0.0212861
0.000403833,0.0166509,0.98252,3.20062e-007,2.1548e-005,0.000403833
0.000217172,0.00985532,0.989699,1.77533e-007,1.13554e-005,0.000217172
1.40411e-007,1.34447e-005,0.999986,7.20266e-011,3.34844e-009,1.40411e-007
0.000114374,0.00570217,0.994063,9.42666e-008,5.85968e-006,0.000114374
6.20415e-008,6.4959e-006,0.999993,1.96788e-011,9.40261e-010,6.20415e-008
5.47315e-008,6.17845e-006,0.999994,9.84812e-012,4.70458e-010,5.47315e-008
4.92628e-012,5.52117e-008,1,2.71843e-019,5.64969e-017,4.92628e-012
0.198523,0.119114,0.361756,0.00296887,0.119114,0.198523
0.0799222,0.476444,0.36175,6.09135e-006,0.00195508,0.0799222
0.0507816,0.535341,0.361747,3.04568e-006,0.00134533,0.0507816
0.00160605,0.0369027,0.959809,7.70704e-007,7.57151e-005,0.00160605
0.0305198,0.576396,0.361746,1.52284e-006,0.000817665,0.0305198
0.000636058,0.0232691,0.975431,2.5732e-007,2.707e-005,0.000636058
0.000334568,0.0136493,0.985667,1.42288e-007,1.40516e-005,0.000334568
1.75273e-007,1.8539e-005,0.999981,9.8359e-011,5.68508e-009,1.75273e-007
0.0182448,0.601309,0.361745,7.61416e-007,0.000456299,0.0182448
0.000258152,0.0142706,0.985204,7.75416e-008,9.03401e-006,0.000258152
0.000136574,0.00830349,0.991419,4.25457e-008,4.68441e-006,0.000136574
4.03472e-008,5.80137e-006,0.999994,1.14237e-011,8.17672e-010,4.03472e-008
7.0767e-005,0.00465799,0.995198,2.24573e-008,2.39353e-006,7.0767e-005
1.65237e-008,2.71794e-006,0.999997,3.05258e-012,2.21891e-010,1.65237e-008
1.39042e-008,2.55596e-006,0.999997,1.52731e-012,1.10997e-010,1.39042e-008
7.635e-013,1.3059e-006,0.999999,4.2965e-023,3.51955e-018,7.635e-013
0.0114282,0.615157,0.361744,3.80708e-007,0.000241919,0.0114282
0.000113555,0.00904206,0.990728,2.23e-008,3.05544e-006,0.000113555
6.0403e-005,0.00522422,0.994653,1.22718e-008,1.59493e-006,6.0403e-005
1.00463e-008,1.90673e-006,0.999998,1.38912e-012,1.28531e-010,1.00463e-008
3.14099e-005,0.00290206,0.997034,6.48285e-009,8.18951e-007,3.14099e-005
4.32936e-009,9.08976e-007,0.999999,3.74278e-013,3.5152e-011,4.32936e-009
3.79033e-009,8.63998e-007,0.999999,1.87218e-013,1.75815e-011,3.79033e-009
9.38138e-014,8.71596e-007,0.999999,8.76266e-027,1.48306e-019,9.38138e-014
1.62189e-005,0.00161924,0.998348,3.33819e-009,4.15583e-007,1.62189e-005
1.96893e-009,4.41518e-007,1,9.80624e-014,9.44648e-012,1.96893e-009
1.82041e-009,4.28557e-007,1,4.90429e-014,4.72411e-012,1.82041e-009
2.4647e-014,7.80151e-016,1,1.06038e-020,8.59984e-021,2.4647e-014
