0.564364,0.435636,-1,-1,-1,-1,-1,-1,-1,-1
0.461576,0.217818,0.217818,0.102788,-1,-1,-1,-1,-1,-1
0.108909,0.0513942,0.0513942,0.108909,0.410182,0.108909,0.108909,0.0513942,-1,-1
0.0770913,0.204929,0.102464,0.102464,0.408565,0.00161624,0.00644459,0.00644459,0.0128892,0.0770913
0.0625,0.03125,0.03125,0.03125,0.34375,0.34375,0.03125,0.03125,0.03125,0.0625
0.077536,0.347504,0.049621,0.049621,0.383272,0.000404061,0.00161115,0.00161115,0.0112831,0.077536
0.0584855,0.024889,0.0746669,0.390524,0.38307,0.00020203,0.00644459,0.00242437,0.000808122,0.0584855
0.00353553,0.0443913,0.174177,0.390522,0.38307,2.66376e-008,1.67228e-006,4.59303e-005,0.000720862,0.00353553
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.0539201,0.110803,0.193579,0.211789,0.37078,4.96908e-005,0.00174787,0.00159758,0.00181392,0.0539201
0.00246959,0.0402377,0.178334,0.405368,0.37078,1.66485e-009,2.22353e-007,1.19499e-005,0.00032938,0.00246959
0.0372385,0.0264451,0.145683,0.379514,0.370755,2.48445e-005,0.00157243,0.00119742,0.000331629,0.0372385
0.00114502,0.000203452,0.0286436,0.16979,0.79883,6.59937e-008,4.13188e-006,0.000136357,0.000102144,0.00114502
0.00071379,7.97254e-005,0.0176848,0.133343,0.847389,3.96562e-008,2.31844e-006,7.24052e-005,6.52621e-007,0.00071379
6.69582e-007,1.86063e-005,0.000203581,0.0017357,0.998041,3.23588e-012,1.19015e-010,3.41053e-009,7.61557e-008,6.69582e-007
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.0327496,0.0288266,0.153255,0.386078,0.364728,6.13526e-006,0.0007966,0.000629844,0.000181124,0.0327496
0.000774936,0.000110891,0.00361048,0.0215002,0.973113,1.03618e-006,4.41799e-005,1.48013e-005,5.55596e-005,0.000774936
0.000460444,5.71935e-005,0.0150037,0.131011,0.852975,5.11144e-009,5.71001e-007,3.07724e-005,2.34572e-007,0.000460444
2.43899e-007,9.27455e-006,0.000130453,0.00134764,0.998512,1.79997e-013,1.16219e-011,5.48603e-010,1.90193e-008,2.43899e-007
0.0212861,0.0505408,0.167539,0.373725,0.364725,3.06761e-006,0.000385949,0.000344629,0.000164357,0.0212861
0.000338843,8.75314e-005,0.00331552,0.0133354,0.98252,3.20062e-007,1.37219e-005,7.82618e-006,4.24485e-005,0.000338843
0.000201555,2.08146e-005,0.00985532,0.118923,0.870776,1.41072e-009,1.76122e-007,1.13554e-005,1.04181e-005,0.000201555
5.45906e-008,4.305e-009,3.01196e-006,6.18054e-005,0.999935,1.34967e-012,7.81466e-011,3.43422e-009,2.12762e-009,5.45906e-008
0.000114374,1.2225e-005,0.00568995,0.0859131,0.90815,8.01766e-010,9.34648e-008,5.83459e-006,2.50823e-008,0.000114374
1.73793e-008,9.11042e-007,8.96681e-008,2.38171e-005,0.999975,3.75496e-013,2.17058e-011,3.72589e-011,9.37667e-010,1.73674e-008
8.59113e-009,4.76971e-007,1.04268e-005,0.000177605,0.999811,2.57967e-015,1.91466e-013,1.09622e-011,4.89062e-010,8.59113e-009
1.88738e-015,7.62093e-015,3.81334e-013,1.49737e-011,1,7.16002e-022,1.77757e-020,4.28749e-019,7.81412e-018,1.88738e-015
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.06,0.02,0.02,0.04,0.36,0.36,0.04,0.02,0.02,0.06
0.03,0.02,0.03,0.08,0.34,0.34,0.08,0.03,0.02,0.03
0.0182448,0.0528003,0.17171,0.376799,0.361745,7.61416e-007,0.000193968,0.000176424,8.59072e-005,0.0182448
0.000224219,4.57237e-005,0.0027241,0.0115465,0.985204,7.75416e-008,5.93342e-006,3.1006e-006,2.21424e-005,0.000224219
0.000128402,1.08938e-005,0.000821795,0.00748169,0.991419,4.25457e-008,3.83976e-006,8.44641e-007,5.44969e-006,0.000128402
3.69436e-008,4.54214e-009,1.13664e-006,4.66473e-006,0.999994,1.14237e-011,1.77796e-010,6.39875e-010,2.26513e-009,3.69436e-008
7.0767e-005,8.15334e-006,0.00464984,0.0822609,0.912937,1.02021e-010,2.23553e-008,2.38516e-006,8.36767e-009,7.0767e-005
5.81948e-009,4.30752e-007,2.15248e-008,1.36862e-005,0.999986,3.46252e-014,3.26694e-012,4.52769e-012,2.21612e-010,5.81622e-009
2.89855e-009,2.2076e-007,6.23955e-006,0.000129892,0.999864,1.36456e-016,1.75304e-014,1.64166e-012,1.13236e-010,2.89855e-009
