0.564364,0.435636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.461576,0.217818,0.217818,0.102788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.410182,0.108909,0.0513942,0.108909,0.108909,0.0513942,0.108909,0.0513942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.408565,0.102464,0.102464,0.0256971,0.102464,0.0256971,0.0256971,0.00644459,0.102464,0.0256971,0.0256971,0.00644459,0.0256971,0.00644459,0.00644459,0.00161624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.383676,0.0512322,0.0128486,0.0512322,0.0128486,0.0032223,0.0128486,0.0512322,0.0128486,0.0032223,0.000808122,0.0032223,0.0128486,0.0032223,0.0128486,0.0512322,0.0512322,0.0128486,0.0032223,0.0128486,0.0032223,0.000808122,0.0032223,0.0128486,0.0512322,0.0128486,0.0032223,0.0128486,0.0512322,0.0128486,0.0512322,0.024889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0122425,0.00816168,0.00408084,0.00408084,0.0122425,0.00408084,0.00408084,0.00408084,0.00408084,0.00408084,0.0122425,0.00408084,0.0124445,0.0124445,0.0124445,0.0124445,0.049621,0.049621,0.049621,0.049621,0.049621,0.049621,0.049621,0.049621,0.383272,0.000404061,0.00161115,0.00161115,0.00161115,0.00161115,0.00161115,0.00161115,0.00161115,0.00161115,0.000404061,0.000404061,0.000404061,0.000404061,0.00408084,0.0122425,0.00408084,0.00408084,0.00408084,0.00408084,0.00408084,0.0122425,0.00408084,0.00408084,0.00816168,0.0122425
0.0419896,0.0134967,0.00299926,0.00622225,0.00622225,0.0124445,0.00622225,0.00622225,0.00622225,0.00622225,0.00622225,0.0124445,0.00622225,0.00622225,0.00622225,0.00622225,0.0551354,0.0488155,0.0488155,0.0488155,0.0488155,0.0488155,0.0488155,0.0488155,0.38307,0.00020203,0.000805574,0.000805574,0.000805574,0.000805574,0.000805574,0.000805574,0.000805574,0.000909869,0.00020203,0.00020203,0.00020203,0.00020203,0.000404061,0.00020203,0.00020203,0.00020203,0.00020203,0.00020203,0.000404061,0.00020203,0.00020203,0.00299926,0.0134967,0.0419896
0.00353553,0.00317081,0.00792702,0.00792702,0.0126832,0.000792702,0.0118905,0.0186618,0.0124412,0.0124412,0.031103,0.0124412,0.031103,0.0124412,0.031103,0.0062206,0.0550375,0.0488152,0.0488152,0.0488152,0.0488152,0.0488152,0.0488152,0.0488152,0.38307,2.66376e-008,2.09035e-007,2.09035e-007,2.09035e-007,2.09035e-007,2.09035e-007,2.09035e-007,2.09035e-007,2.35679e-007,1.64037e-006,8.20184e-006,3.28073e-006,8.20184e-006,3.28073e-006,8.20184e-006,3.28073e-006,3.28073e-006,4.9211e-006,0.000193088,1.28725e-005,0.00020596,0.000128725,0.000128725,5.14901e-005,0.00353553
0.00241933,0.00120967,0.00241933,0.00120967,0.00120967,0.00241933,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00483866,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.0133063,0.00120967,0.00120967,0.00241933,0.260078,0.370929,0.0121414,0.260078,0.00241933,0.00120967,0.00120967,0.0133063,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00483866,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00120967,0.00241933,0.00120967,0.00120967,0.00241933,0.00120967,0.00241933
0.0786792,0.00929967,0.0240145,0.00918061,0.0240145,0.0030602,0.0240145,0.00918061,0.048029,0.0030602,0.0240145,0.0030602,0.0240145,0.0030602,0.0240145,0.00918061,0.0602698,0.0240145,0.00612041,0.0240145,0.0270747,0.0510892,0.00612041,0.0242133,0.370829,9.93815e-005,0.000396387,0.000100195,0.000836363,0.00044323,0.000393133,0.000100195,0.000393133,0.000986655,0.000150293,0.000393133,5.00975e-005,0.000393133,5.00975e-005,0.000393133,5.00975e-005,0.000786265,0.000150293,0.000393133,5.00975e-005,0.000393133,0.000150293,0.000393133,0.000152242,0.0786792
0.053808,0.0264109,0.0030602,0.0015301,0.0229515,0.00765051,0.0030602,0.0015301,0.00765051,0.0030602,0.0015301,0.00918061,0.0015301,0.0185849,0.048029,0.048029,0.048029,0.0240145,0.048029,0.0240145,0.048029,0.048029,0.0541494,0.0122408,0.376925,5.05143e-005,0.000101022,0.000446888,0.000396377,0.000396377,0.000198188,0.000396377,0.000198188,0.000396377,0.000396377,0.000396377,0.000304246,2.50488e-005,0.000150293,2.50488e-005,5.00975e-005,0.000125244,2.50488e-005,5.00975e-005,0.000125244,0.000375731,2.50488e-005,5.00975e-005,0.000432364,0.053808
0.00244304,0.0213499,0.0183121,0.05967,0.0401997,0.0299082,0.0458201,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0240145,0.0270747,0.015301,0.376925,1.69244e-009,8.39295e-009,1.48511e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,1.31725e-008,3.07033e-006,2.0041e-006,2.69372e-006,3.99839e-006,0.000149901,0.000174768,0.00244304
0.0372385,0.00159021,0.00417485,0.02068,0.0485609,0.0440083,0.00910516,0.00910516,0.00607011,0.0273155,0.0252433,0.0237196,0.0237196,0.0237196,0.0237196,0.0237196,0.0237196,0.0237196,0.0237196,0.0474393,0.0237196,0.0237196,0.0237196,0.0237196,0.394571,2.64405e-005,9.82766e-005,9.82766e-005,9.82766e-005,9.82766e-005,0.000196553,9.82766e-005,9.82766e-005,9.82766e-005,9.82766e-005,9.82766e-005,9.82766e-005,9.82766e-005,9.82766e-005,0.00010459,0.000224516,4.98925e-005,7.48387e-005,7.48387e-005,0.00036172,0.00039914,0.000254266,5.13306e-005,2.60328e-005,0.0372385
0.00114502,0.000203452,0.00302731,0.00155971,0.0131945,0.0104646,0.000397513,0.0015901,0.0248541,0.0133345,0.0311137,0.0973805,0.0257979,0.0121402,0.0121402,0.0237196,0.0474393,0.0237196,0.0711589,0.0237196,0.0474393,0.0237196,0.0711589,0.0474393,0.370755,4.16213e-010,6.53233e-009,9.7985e-009,3.26617e-009,6.53233e-009,3.26617e-009,9.7985e-009,3.26617e-009,6.53233e-009,3.26617e-009,3.3297e-009,3.3297e-009,7.07562e-009,1.64477e-006,1.04248e-006,4.46776e-007,8.36138e-007,1.0655e-007,1.62705e-006,4.3007e-005,5.42262e-005,1.27158e-005,2.47811e-005,0.000102144,0.00114502
0.00071379,7.97254e-005,0.00124614,0.00556518,0.0108735,0.00486953,0.0434939,0.0531125,0.0318675,0.003035,0.0075875,0.01214,0.021245,0.0166925,0.0257975,0.00910501,0.0489568,0.0474393,0.0474393,0.0474393,0.0474393,0.0474393,0.0474393,0.0237196,0.394475,2.2142e-010,1.63308e-009,3.26617e-009,3.26617e-009,3.26617e-009,3.26617e-009,3.26617e-009,3.26617e-009,3.37064e-009,1.24864e-009,3.53781e-009,2.28917e-009,2.91349e-009,1.66485e-009,1.04053e-009,4.16213e-010,5.33875e-007,8.89792e-007,7.31621e-007,1.63155e-007,4.45051e-005,2.27787e-005,5.12135e-006,6.52621e-007,0.00071379
6.62298e-007,1.86208e-005,0.000203403,0.00172237,0.0113178,0.016116,0.0112618,0.0269895,0.0288325,0.0349025,0.015175,0.04856,0.0227625,0.00607,0.0257975,0.0237196,0.0474393,0.0474393,0.0474393,0.0474393,0.0474393,0.0474393,0.0474393,0.0237196,0.370755,2.92027e-020,4.5646e-019,9.1292e-019,9.1292e-019,9.1292e-019,9.1292e-019,9.1292e-019,9.1292e-019,9.1292e-019,4.5646e-019,1.21292e-016,2.85392e-017,1.07022e-016,2.28314e-016,7.1348e-017,1.641e-016,1.35561e-016,3.10031e-014,1.29366e-014,1.85127e-014,3.17636e-012,1.18101e-010,3.40755e-009,7.62151e-008,6.62298e-007
0.00100841,0.000504203,0.00100841,0.000504203,0.000504203,0.00201681,0.000504203,0.000504203,0.000504203,0.000504203,0.00201681,0.00100841,0.000504203,0.000504203,0.000504203,0.000504203,0.00252101,0.00453783,0.0115967,0.03479,0.00403362,0.0625212,0.0287396,0.153278,0.364771,0.00598376,0.153278,0.0287396,0.0625212,0.00403362,0.03479,0.0115967,0.00453783,0.00252101,0.000504203,0.000504203,0.000504203,0.000504203,0.00100841,0.00201681,0.000504203,0.000504203,0.000504203,0.000504203,0.00201681,0.000504203,0.000504203,0.00100841,0.000504203,0.00100841
0.0794729,0.00416831,0.00185258,0.00694718,0.00463145,0.00648403,0.0847556,0.00879976,0.000463145,0.0847556,0.0847556,0.0847556,0.00185258,0.0134312,0.00324202,0.00879976,0.00879976,0.00879976,0.0101892,0.0101892,0.0101892,0.00138944,0.0129681,0.0101892,0.364747,2.45412e-005,8.35781e-005,0.000106372,1.1397e-005,8.35781e-005,8.35781e-005,8.35781e-005,7.21811e-005,7.21811e-005,7.21811e-005,2.6593e-005,0.000110171,1.5196e-005,0.000695218,0.000695218,0.000695218,3.79901e-006,7.21811e-005,0.000695218,5.31861e-005,3.79901e-005,5.69851e-005,1.5196e-005,3.4191e-005,0.0794729
