0.0208333,0.0104167,0.0208333,0.0104167,0.0104167,0.0208333,0.40625,0.40625,0.0208333,0.0104167,0.0104167,0.0208333,0.0104167,0.0208333
0.5,2.95307e-178,2.44888e-178,5.76208e-179,1.6566e-178,3.16914e-178,3.02509e-178,3.05158e-190,3.19689e-190,1.6711e-190,5.81254e-191,2.47033e-190,2.97892e-190,0.5
0.5,7.98888e-178,2.03173e-178,8.07892e-178,3.8654e-178,3.10312e-178,2.58994e-178,2.61261e-190,3.13029e-190,3.89924e-190,8.14966e-190,2.04952e-190,8.05884e-190,0.5
0.5,5.2043e-090,2.16389e-089,7.6695e-090,1.34216e-089,4.35518e-089,1.36955e-089,6.90773e-102,2.19666e-101,6.76958e-102,3.86833e-102,1.09142e-101,2.62494e-102,0.5
0.5,3.62271e-177,2.40684e-177,1.21409e-177,6.23746e-179,9.27287e-178,2.82989e-177,2.85467e-189,9.35407e-190,6.29208e-191,1.22472e-189,2.42792e-189,3.65443e-189,0.5
0.5,1.90354e-089,8.91423e-089,1.74219e-089,2.53196e-089,5.03325e-089,9.11181e-090,4.5958e-102,2.53866e-101,1.27707e-101,8.78721e-102,4.49614e-101,9.60102e-102,0.5
0.5,1.98178e-088,5.68721e-089,3.42096e-089,3.10489e-089,4.91884e-089,5.12299e-089,2.58392e-101,2.48095e-101,1.56604e-101,1.72546e-101,2.86851e-101,9.99566e-101,0.5
0.5,1.56241e-045,1.1885e-044,1.32204e-045,7.09093e-045,8.90707e-045,1.02558e-044,2.5864e-057,2.24627e-057,1.78826e-057,3.33404e-058,2.99727e-057,3.94023e-058,0.5
0.346154,0.153846,2.1104e-176,2.82161e-176,5.43276e-176,2.97378e-176,4.36257e-176,4.40077e-188,2.99981e-188,5.48033e-188,2.84632e-188,2.12888e-188,0.153846,0.346154
0.5,1.91137e-088,1.91137e-088,2.66949e-089,9.63798e-089,1.02987e-088,2.33118e-088,1.17579e-100,5.19446e-101,4.86119e-101,1.34643e-101,9.64053e-101,9.64053e-101,0.5
0.346154,0.153846,1.00954e-088,3.51697e-088,1.6671e-088,1.89096e-088,8.7445e-088,4.41054e-100,9.53758e-101,8.40847e-101,1.77389e-100,5.09191e-101,0.153846,0.346154
0.479167,0.0208333,3.39955e-045,7.42409e-045,7.42409e-045,1.08236e-044,5.29752e-044,1.33598e-056,2.7296e-057,1.87227e-057,1.87227e-057,8.57329e-058,0.0208333,0.479167
0.5,4.85518e-088,3.84686e-087,5.52369e-088,4.70588e-088,1.03927e-087,3.3702e-088,1.69985e-100,5.24186e-100,2.37354e-100,2.78603e-100,1.94027e-099,2.44884e-100,0.5
0.5,1.7151e-044,8.57551e-045,1.20659e-044,4.57852e-044,5.7467e-044,2.30484e-044,5.81255e-057,1.44926e-056,1.15465e-056,3.04289e-057,2.16265e-057,4.3253e-057,0.5
0.5,5.38154e-044,4.2724e-044,5.51298e-044,5.74227e-044,3.43196e-044,8.47745e-044,2.13792e-056,8.65502e-057,1.44814e-056,1.39031e-056,1.07745e-056,1.35717e-056,0.5
0.5,9.51553e-023,3.89415e-022,3.07176e-022,1.09583e-022,8.82849e-023,1.56135e-022,1.96878e-035,1.11322e-035,1.38178e-035,3.87333e-035,4.91032e-035,1.19986e-035,0.5
0.5,3.85322e-174,8.98584e-174,4.9064e-174,1.18002e-173,4.27232e-174,1.14968e-173,1.15975e-185,4.30973e-186,1.19036e-185,4.94937e-186,9.06452e-186,3.88696e-186,0.5
0.5,1.15112e-087,3.08659e-087,2.51903e-087,2.1694e-087,9.28469e-088,3.60866e-087,1.82013e-099,4.68299e-100,1.0942e-099,1.27054e-099,1.55681e-099,5.806e-100,0.5
0.5,2.1415e-087,1.52995e-087,9.85888e-087,3.45907e-087,7.7256e-087,2.21151e-087,1.11544e-099,3.89662e-099,1.74468e-099,4.97261e-099,7.71671e-100,1.08013e-099,0.5
0.5,8.67413e-044,3.52761e-044,7.24459e-044,1.85849e-044,7.77748e-044,3.7363e-044,9.42254e-057,1.9614e-056,4.68692e-057,1.82701e-056,8.89624e-057,2.18752e-056,0.5
0.5,5.79214e-087,1.53914e-086,1.26951e-086,2.68533e-086,3.9193e-086,7.78102e-087,3.92458e-099,1.97681e-098,1.35442e-098,6.40314e-099,7.7631e-099,2.92143e-099,0.5
